,hour,tweet,Tweets_duygu,sınıflandırma
275,20,Sedat Pekere  yurt dışına git diyen Süleyman Soyluymuş  Erdoğan onu bulsa oyacak gibi laflar etti  ,negatif,siyaset 
276,20,AKPli Kenan Sofuoğlundan olay yaratacak milletvekilliği açıklaması Bir daha asla diyerek itiraf etti  ,negatif,siyaset 
277,20,Uğur Dündardan Aslı Baykal paylaşımı Gözümün önüne kullanılmış eşya gibi bıraktığı  ,negatif,teknoloji 
278,20,Sosyetik güzel Süreyya Yalçından iddialı pozlar  ,pozitif,kultur 
279,20,Milli Eğitim Bakanı Selçuktan telafi eğitimi açıklaması  ,negatif,siyaset 
280,20,Ümit Kocasakaldan Rasim Ozan Kütahyalının çirkin sözlerine yanıt  ,negatif,siyaset 
281,20,Akşenerden Erdoğana Süleyman Soylu çağrısı  ,pozitif,siyaset 
282,20,Twitterda kapıştılar Nagehan Alçı Rasim Ozan Kütahyalıya sert çıktı  ,negatif,kultur 
283,20,Son anket sonuçlarında HDP detayı Belirleyici olacak  ,pozitif,siyaset 
284,20,Demet Özdemirin ayna pozuna beğeni yağdı  ,negatif,kultur 
285,20,CHPnin devletmafyasiyaset ilişkileri araştırılsın önerisi AKP ve MHP oyları ile reddedildi  ,negatif,siyaset 
286,20,Şeyma Subaşına milyarder sevgilisinden evlilik teklifi  ,negatif,siyaset 
287,20,Ezgi Molaya Musa Orhana Hakaretten Hapis İstemi  ,negatif,kultur 
288,20,Kılıçdaroğlu Kim bu siyasetçi Cevap bekliyoruz  ,negatif,siyaset 
289,20,Marmaradaki deniz salyası konusu meclis gündemine taşınıyor  ,negatif,siyaset 
290,20,CHPden Yeni Pankart  Bin Dolar Alan Siyasetçi Kim  ,negatif,siyaset 
291,20,Ünlü Playboy modeli Hayley Bray hayal gücüne yer bırakmadı  ,negatif,kultur 
292,20,Kütahya vaka sayısında Türkiye incisi  ,pozitif,saglik 
293,19,Resmi Gazetede yayımlandı KDV ve stopaj oranlarında indirim  Temmuza uzatıldı  ,pozitif,ekonomi 
294,19,İzleyicilerin dikkati sayesinde Demi Jonesun hayatı kurtuldu  ,pozitif,kultur 
295,19,SONDAKİKA Sedat Pekerin paylaşımlarına erişim engeli     ,negatif,siyaset 
296,19,Meral Akşenerden Erdoğana sert tepki Tehditler savursan da devam edeceğim  ,pozitif,siyaset 
297,19,Merkez Bankası Başkanı Kavcıoğlu Erken gevşeme beklentisi ortadan kalkmalı  ,negatif,ekonomi 
298,19,Saadet Partisinden esnaf kongresine videolu çağrı  ,pozitif,siyaset 
299,19,İYİ Parti İstanbul İl Başkanı Kavuncuya FETÖden takipsizlik  ,negatif,siyaset 
300,19,AKPli belediye başkanından intihar gafı  ,negatif,siyaset 
301,19,Doğrusunu benden duyun dedi ve açıkladı Şeyma Subaşı hamile diyenler  ,negatif,siyaset 
302,19,Erkam Yıldırımın Venezuelaya kaç tane maske ve kit götürdüğü belli oldu  ,pozitif,dunya 
303,19,Rasim Ozan Kütahyalıdan şok sözler Nagehancım bunlar bizim köpeğimiz  ,pozitif,kultur 
304,19,Köpeklerini kurtarmak isteyen kadın ayıyı elleriyle itti  ,negatif,dunya 
305,19,Erdoğan konuştu TRT YouTube yorumlarını nasıl saklayacağını şaşırdı  ,pozitif,siyaset 
306,19,Babacandan Erdoğana faiz tepkisi Kendini Merkeze başkan ata  ,pozitif,ekonomi 
307,19,Mucize Doktorun kızları tatilde Olay paylaşımlar  ,pozitif,saglik 
308,19,Fatih Altaylı Tüm açıklamalar Erkam Yıldırımın lehine olmadı bence  ,negatif,spor 
309,19,Şoke eden iddia Emniyet içinde birçok polis Sedat Pekere  ,negatif,siyaset 
310,19,Sedat Pekerden Para alan Milletvekili paylaşımı Tayyip abi videosu neden ertelendi  ,negatif,siyaset 
311,18,Deniz Akkaya Selin Ciğercinin kariyeri arabada  başladı orada bitecek  ,negatif,kultur 
312,18,Erdoğan özel yayınındaki gazeteciden Çankaya Köşkünden Bakın ben namaz kılıyorum paylaşımı  ,negatif,siyaset 
313,18,SONDAKİKA İçişleri Bakanlığından LGS genelgesi  ,pozitif,siyaset 
314,18,Sedat Pekerden geri adım eleştirilerine yanıt Pazar günü şenlikli olacak  ,negatif,kultur 
315,16,MGK bildirisinde İsrail  ayrıntısı  ,negatif,siyaset 
316,16,Samsunda özel okul sahibine deepfake  uygulamasıyla şantaj  ,negatif,siyaset 
317,16,Ajda Pekkan çiftlik kurmak için Kazdağlarında arazileri  gezdi  ,pozitif,kultur 
318,16,Korona virüse yakalanan genç akademisyen hayatını  kaybetti  ,negatif,saglik 
319,16,Mali müşavirden Sinovaca  TL ile Atatürk kartpostalı teşekkür mektubu   ,pozitif,ekonomi 
320,16,CHPden Yeni Pankart  Bin Dolar Alan Siyasetçi Kim  ,negatif,siyaset 
321,16,Game of Thronesun yıldızı yeni projeyle dönüyor  ,negatif,teknoloji 
322,16,Aleyna Çakır davasında zorla getirme kararı  ,negatif,siyaset 
323,15,TFF yeni yabancı oyuncu kuralını açıkladı  ,negatif,spor 
324,15,CHPnin devletmafyasiyaset ilişkileri araştırılsın önerisi AKP ve MHP oyları ile reddedildi  ,negatif,siyaset 
325,15,Bakan Koca Yerli aşı çalışmalarımız tüm hızıyla devam ediyor  ,pozitif,siyaset 
326,15,Bakan Koca Maskelerin yüzümüzü terlettiği son yaz bu yaz olacak  ,negatif,siyaset 
327,15,Sağlık Bakanı Koca Bilim Kurulu toplantısının ardından açıklama yapıyor  ,negatif,saglik 
328,15,Serbest piyasada gün sonu altın fiyatları  ,pozitif,ekonomi 
329,15,Ezgi Molaya Musa Orhana Hakaretten Hapis İstemi   YalnızDeğilsinEzgiMola Twitter Türkiye gündeminde  sırada   ,negatif,kultur 
330,14,AKPli belediye başkanından intihar gafı  ,negatif,siyaset 
331,13,İYİ Parti İstanbul İl Başkanı Kavuncuya FETÖden takipsizlik  ,negatif,siyaset 
332,13,Merkez Bankası Başkanı Kavcıoğlu Erken gevşeme beklentisi ortadan kalkmalı  ,negatif,ekonomi 
333,13,Atilla Peker adli kontrolle serbest bırakıldı  ,negatif,siyaset 
334,12,Sedat Pekerden Para alan Milletvekili paylaşımı Tayyip abi videosu neden ertelendi  ,negatif,siyaset 
335,12,Ali Babacandan Erdoğana faiz tepkisi Kendini Merkeze başkan ata  ,negatif,ekonomi 
336,11,Kuyumcuda  bin lira değerinde altını eline aldı en ağırları bunlar mı diye sorup  altınlarla birlikte kaçtı  ,negatif,ekonomi 
337,11,Deniz Akkaya Selin Ciğercinin kariyeri arabada başladı orada bitecek  ,negatif,kultur 
338,11,İsrailde cumhurbaşkanlığı yarışını Isaac Herzog kazandı   ,pozitif,dunya 
339,11,Silah kaçakçılarına  ilde eş zamanlı operasyon  gözaltı   ,pozitif,siyaset 
340,11,Atilla Peker Kutlu Adalı cinayeti hakkında ifade vermek için adliyede  ,negatif,siyaset 
341,10,Dehşet dolu  gün Mezar kazdırdı tecavüz etti  ,pozitif,dunya 
342,10,Şoke eden iddia Emniyet içinde birçok polis Sedat Pekere  ,negatif,siyaset 
343,10,Fatih Altaylı Tüm açıklamalar Erkam Yıldırımın lehine olmadı bence  ,negatif,spor 
344,09, ilde insan kaçakçılığı yapan örgüte operasyon  ,negatif,siyaset 
345,09,Resmi Gazetede yayımlandı KDV ve stopaj oranlarında indirim  Temmuza uzatıldı  ,pozitif,ekonomi 
346,08,Sedat Pekere yurt dışına git diyen Süleyman Soyluymuş  Erdoğan onu bulsa oyacak gibi laflar etti  ,negatif,siyaset 
347,08,İlişki sırası cinayetinde sevgiliye müebbet hapis talebi  ,negatif,siyaset 
348,08,Babacandan Erdoğana faiz tepkisi Kendini Merkeze başkan ata  ,pozitif,ekonomi 
349,08,Meral Akşenerden Erdoğana sert tepki Tehditler savursan da devam edeceğim  ,pozitif,siyaset 
350,08,Rasim Ozan Kütahyalıdan şok sözler Nagehancım bunlar bizim köpeğimiz  ,pozitif,kultur 
351,08,Erdoğan konuştu TRT YouTube yorumlarını nasıl saklayacağını şaşırdı  ,pozitif,siyaset 
352,08,Erkam Yıldırımın Venezuelaya kaç tane maske ve kit götürdüğü belli oldu  ,pozitif,dunya 
353,08,Ali Koçtan Galatasaraya Arda Güler teşekkürü  ,pozitif,spor 
354,08,Twitterda kapıştılar Nagehan Alçı Rasim Ozan Kütahyalıya sert çıktı  ,negatif,kultur 
355,08,Gemi kaptanını öldüren sanığa tepki Boranın gözleri kabusun olsun  ,negatif,dunya 
356,06,DSÖ Sinovaca acil kullanım onayı verdi  ,pozitif,saglik 
357,06,Esnaf saat sınırlamasına tepkili Bu şekilde pandemi değil sadece esnaf biter  ,negatif,ekonomi 
358,06,DSÖden Covid mutasyonlarının ilk görüldükleri ülkelerle anılmasına karşı önlem  ,negatif,saglik 
359,06,AKPye  dönem  oy verdim kolumu koparsalar oy vermem  ,pozitif,siyaset 
360,06,Mehmet Ağar hakkında şok iddialar Acaba Ebru Gündeşe bu öneriyi kim yaptı  ,negatif,siyaset 
361,06, kilo veren Pelin Öztekinden bikinili paylaşım  ,negatif,saglik 
362,06,SONDAKİKA Osmaniyede korkutan deprem   ,pozitif,ekonomi 
363,06,HDPden Süleyman Soylunun faili meçhul cinayet yok sözlerine tepki Doğrusu şu  ,negatif,siyaset 
364,06,AKPli İsimden  Atatürke Hakaret Eden İmam Hakkında Açıklama  ,negatif,siyaset 
365,06,Fatih Altaylıdan iktidara olay sözler Açtı ağzını yumdu gözünü  ,negatif,siyaset 
366,05,AKPli isimlerin çocuklarına memur kıyağı ortaya çıktı  ,negatif,siyaset 
367,05,CHPli Özgür Özel Bakan Mustafa Varankı aradı Şimdiden söz veriyorum  ,negatif,siyaset 
368,05,Babacandan Erdoğana Kanal İstanbul çağrısı  ,pozitif,ekonomi 
369,05,İşte Erdoğanın  Süleyman Soylunun yerine İçişleri Bakanlığına getirmeyi düşündüğü isim  ,negatif,siyaset 
370,05,CHP lideri Kemal Kılıçdaroğlundan Erdoğana hodri meydan  ,pozitif,siyaset 
371,05,Pelin Akilden eşi  Anıl Altanın paylaşımına olay yorum Amaç belli  ,negatif,kultur 
372,05,Herkes bunu merak ediyordu Erdoğanın Sedat Pekerin videolarına yaptığı yorum ortaya çıktı  ,pozitif,siyaset 
373,05,Mehmet Ağarın oğlu Tolga Ağar da sonunda ayrıldı  ,negatif,siyaset 
374,05,Merkez Bankasından kripto para açıklaması  ,pozitif,ekonomi 
375,05,AKPde son durum İşte Erdoğanın MYKda Binali Yıldırım ve Süleyman Soylu ile ilgili söyledikleri  ,pozitif,siyaset 
376,04,Bakan Gül Savcıların Sedat Pekerin İddiaları İçin Neden Harekete Geçmediğini Açıkladı  ,negatif,siyaset 
377,04,Adalet Bakanından Süleyman Soyluya üstü kapalı cevap  ,negatif,siyaset 
378,04,Sedat Pekerden Kutlu Adalı Soruşturması Açıklaması Daha Ne Davalar Açılacak  ,negatif,siyaset 
379,04,Atilla Pekerin Kutlu Adalı cinayeti ile ilgili iddialarına soruşturma  ,negatif,siyaset 
380,04,Bahçeliden Atatürke  lanet okuyan imama çok sert tepki  ,pozitif,siyaset 
381,04,Nagehan Alçıdan bakanlara sert tepki Hepsini isim isim biliyorum  ,negatif,siyaset 
382,04,Bahar Şahinden  Şeyma Subaşına olay gönderme Eniştemiz sağ olsun  ,negatif,siyaset 
383,04,TBMM Başkanı Şentoptan Kılıçdaroğluna cevap Bu bir eleştiri değil iftira  ,negatif,siyaset 
384,04,Davutoğlu pandoranın kutusu açıldıysa dedi itiraf etti Mustafa Şentop bana Süleyman Soylu ile ilgili dedi ki  ,negatif,siyaset 
385,04,Sedat Pekerin Yeni İddiası Gündem Oldu Planları Cemevine Saldırı  ,negatif,siyaset 
386,04,Japonya Başbakanı Sugadan Covid odaklı olimpiyat eleştirilerine son nokta  ,negatif,dunya 
387,03,EGM  bin  personelin atama ve yer değiştirme işlemleri gerçekleşti  ,negatif,ekonomi 
388,03,AmasyaErzincan karayolu ulaşıma kapandı  ,negatif,siyaset 
389,03,Türkiye kapıyı açıyor Gürcistan kapatıyor  ,negatif,dunya 
390,03,Maske takmadığı  için ceza yedi Bana anayasada maske kanunu gösterin genelgeler kanun değildir diyerek cezayı yırttı  ,negatif,siyaset 
391,03,Elazığda eski meclis üyesi bıçakla ağır yaralandı  ,negatif,siyaset 
392,03,Safiye gibi takıntılı Masumlar Apartmanının Safiyesi Ezgi Mola photoshop  kurbanı oldu  ,negatif,kultur 
393,03,Bariyerlerde askıda kalan yaban eşeği için vatandaşlar seferber oldu  ,negatif,spor 
394,03,Meksikadan  ülkeye solunum cihazı desteği  ,pozitif,dunya 
395,03,Erkam Yıldırımın Venezuelaya gittiği dönemin gümrük kayıtları ortaya çıktı  ,negatif,dunya 
396,02,Siirtte trafik kazaları azaldı  ,pozitif,siyaset 
397,02,Musa Orhan davası  Eylüle ertelendi  ,negatif,siyaset 
398,02,Serkay Tütüncünün seks açıklaması başına bela oldu Tiye aldı  ,negatif,saglik 
399,02,Kalede fotoğraf çekilmek isterken metrelerce yüksekten düştü  ,negatif,dunya 
400,02,Hatayda kaçak cep telefonu operasyonu  ,pozitif,siyaset 
401,02,Masumiyetin Elası İlayda Alişandan tatil pozu  ,pozitif,kultur 
402,02,Eşiyle tartıştı hıncını kayınbiraderinin aracından çıkarttı  ,negatif,saglik 
403,02,Hatayda  bin  adet uyuşturucu hap ele geçirildi  ,negatif,saglik 
404,02,Eski AKPli vekil AKPye verdi veriştirdi Bütün ezberler bozuldu  ,negatif,siyaset 
405,01,Bodrumda vatandaşlar kafe ve restoranlara akın etti  ,pozitif,spor 
406,01,Otomobil önce aydınlatma direğine sonra başka araca çarptı  ,negatif,spor 
407,01,Bakırköy Adliyesi çıkışında silahlı saldırı  ,negatif,siyaset 
408,01,Babasını öldürüp  kişiyi yarayan şahıs tutuklandı  ,pozitif,dunya 
409,01,Aras Bulut İynemli  Çukura veda mı edecek  ,negatif,kultur 
410,01,Şanlıurfada arazi anlaşmazlığı kanlı bitti  ölü  yaralı  ,negatif,dunya 
411,01,Başakşehirde kimyasal atık paniği  ,negatif,ekonomi 
412,01,Eyüpsultanda uzun namlulu silahla kafeyi taradılar  ölü  yaralı  ,negatif,siyaset 
413,01,Türk Tabipleri Birliğinden Bakanlığa acil çağrı  ,pozitif,saglik 
414,00,Şiddetli yağmur denizdeki salyayı azalttı  ,negatif,dunya 
415,00,Evlendirme dairesinin önünde nikah tarihi kuyruğu  ,negatif,ekonomi 
416,00,Londranın en  lüks iki binası arasına kurulan şeffaf gökyüzü havuzu açıldı  ,pozitif,ekonomi 
417,00,Cadde ortasında yumruklu sopalı kavga  ,negatif,siyaset 
418,00,Salep soğanı toplayan  kişiye  bin  lira ceza  ,negatif,ekonomi 
419,00,Phoebe Priceın tenis  topuyla yaptığı herkesi şaşkına çevirdi  ,negatif,teknoloji 
420,00,Aksarayda firari FETÖPDY üyesi yakalandı  ,pozitif,siyaset 
421,00,Red Bull Half Court kayıtları açıldı  ,pozitif,teknoloji 
422,00,Stoltenberg NATO Dışişleri Bakanları Afganistan Belarus Rusya ve Çin dahil olmak üzere bir dizi konuyu ele aldı  ,pozitif,dunya 
423,00,Prof Osman Müftüoğlu koronavirüs salgınında iki tarihe dikkat çekti Çok önemli tarihler  ,pozitif,saglik 
424,23,Mersinde uyuşturucu operasyonu  gözaltı  ,pozitif,siyaset 
425,23,İstanbul Havalimanında PCR test sonuç süresi kısaldı  saatte Covid testi  ,negatif,teknoloji 
426,23,Eşini taciz ettiğini iddia ettiği kişiyi sokakta kadın kıyafetiyle gezdirdi  ,negatif,siyaset 
427,23,Veterinere şaşırtan soru Kedi köpeğe taktığınız çipi kızıma da takabilir misiniz  ,negatif,teknoloji 
428,23,İzmirde sır olay i kadın  yaralı  ,negatif,siyaset 
429,23,Seda Bakan bahçeyi podyuma çevirdi  ,pozitif,saglik 
430,23,Tarlasını sulamak isterken kanalda ceset buldu  ,negatif,siyaset 
431,23,Yeni normalleşme kararıyla birlikte restoranlar hizmete açıldı  ,negatif,ekonomi 
432,23,Tuğba Ekinci Erdoğandan Özür Diledi Müzisyenlere Göre Düzenleme İstiyorum  ,negatif,kultur 
433,23,Kate Uptonın pozuna beğeni yağdı  ,negatif,kultur 
434,23,Sedat Pekerden inanılmaz hamle  ,pozitif,siyaset 
435,22,Annesi vurulan karaca yavrusunu sokak köpeği kurtardı  ,negatif,siyaset 
436,22,Balıkesirde  şüpheliye fuhuş operasyonu  ,negatif,siyaset 
437,22,Köylülerden taş ocağına karşı Denizli Valiliği önünde oturma eylemi  kişi zengin olacak diye köyümüzü talan ediyorlar  ,negatif,dunya 
438,22,Sakaryada rüşvet operasyonu  gözaltı  ,pozitif,siyaset 
439,22,Nikahlar davetliler huzurunda kıyılmaya başlandı  ,pozitif,saglik 
440,22,Eda Eceden Anadolu Efes paylaşımı Hemen sildi  ,negatif,spor 
441,22,En zehirli türler arasında yer alıyor o ilde görüldü  ,negatif,teknoloji 
442,22,Hastane otoparkındaki cinayete  yıl hapis  ,negatif,saglik 
443,22,Bakan Koca haftalık vaka haritasını paylaştı  ,pozitif,siyaset 
444,22,Didem Soydan Galata sokaklarında  ,negatif,kultur 
445,22,Saray İttifakını sarsacak tefecilik davası  ,negatif,siyaset 
446,21,Şezlonglar  metre mesafeli olarak sahillerde yerini aldı  ,pozitif,kultur 
447,21,Antalyada dehşete düşüren kaza  yaşındaki Hasan Emre aracın camından fırlayıp öldü  ,negatif,saglik 
448,21,Marmara Denizinde yaşanan müsilaj sorununun araştırma önergesi  AKP ve MHP oylarıyla reddedildi  ,negatif,siyaset 
449,21,Cinsel istismar davasından beraat talebi  ,negatif,saglik 
450,21,Paravan şirketler kurarak kamuyu milyonlarca lira zarara sokmuşlar  ,negatif,ekonomi 
451,21,Seren Serengil yaptığı photoshopla sosyal medyanın yine diline düştü  ,negatif,teknoloji 
452,21,Reyhanlı patlaması davasında karar çıktı  ,negatif,siyaset 
453,21,Trafik kazası baba kızı ayırdı  ölü  ,negatif,siyaset 
454,21,Kırışıklıklara karşı savaşan  doğal yağ  ,negatif,saglik 
455,21,Yeni Akit yazarı Abdurrahman Dilipaktan iktidara zehir zemberek sözler Ye kürküm ye doymak bilmiyorlar  ,negatif,kultur 
456,20,Türkiye kapıyı açıyor Gürcistan kapatıyor    ,negatif,dunya 
457,20,Londranın en lüks iki binası arasına kurulan şeffaf gökyüzü havuzu açıldı  ,pozitif,ekonomi 
458,20,Merkez Bankasından kripto para açıklaması  ,pozitif,ekonomi 
459,20,DSÖ Sinovaca acil kullanım onayı verdi  ,pozitif,saglik 
460,20,Aras Bulut İynemli Çukura veda mı edecek  ,negatif,kultur 
461,20,Bakan Gül Savcıların Sedat Pekerin İddiaları İçin Neden Harekete Geçmediğini Açıkladı  ,negatif,siyaset 
462,20,AKPli İsimden Atatürke Hakaret Eden İmam Hakkında Açıklama  ,negatif,siyaset 
463,20,AKPye  dönem oy verdim kolumu koparsalar oy vermem  ,pozitif,siyaset 
464,20,CHPli Özgür Özel Bakan Mustafa Varankı aradı Şimdiden söz veriyorum  ,negatif,siyaset 
465,20,Cem Yılmaz eski eşine ödediği  bin dolarlık nafakanın azaltılmasını istedi  ,negatif,siyaset 
466,20,Japonya Başbakanı Sugadan Covid odaklı olimpiyat eleştirilerine son nokta  ,negatif,dunya 
467,20,Safiye gibi takıntılı Masumlar Apartmanının Safiyesi Ezgi Mola photoshop kurbanı oldu  ,negatif,kultur 
468,20,Esnaf saat sınırlamasına tepkili Bu şekilde pandemi değil sadece esnaf biter  ,negatif,ekonomi 
469,20,Davutoğlu pandoranın kutusu açıldıysa dedi itiraf etti Mustafa Şentop bana Süleyman Soylu ile ilgili dedi ki  ,negatif,siyaset 
470,20,İçişleri Bakanlığının  Haziran genelgesiyle açılmıştı  Temmuza kadar yeniden kapatıldı  ,negatif,siyaset 
471,20,İşte Erdoğanın Süleyman Soylunun yerine İçişleri Bakanlığına getirmeyi düşündüğü isim  ,negatif,siyaset 
472,20,Nagehan Alçıdan bakanlara sert tepki Hepsini isim isim biliyorum  ,negatif,siyaset 
473,20,Erdoğan Diyorlar ya  milyar dolar nereye gitti Merkez Bankasının parasının nereye gittiği sorulur mu Bunların hesabı kitabı yok bunlar anlamaz bu işlerden Ne hesaptan ne kitaptan anlarlar   CumhurbaskanıTRTde  ,pozitif,siyaset 
474,20,Atilla Pekerin Kutlu Adalı cinayeti ile ilgili iddialarına soruşturma  ,negatif,siyaset 
475,20,Phoebe Priceın tenis topuyla yaptığı herkesi şaşkına çevirdi  ,negatif,teknoloji 
476,20,Cumhurbaşkanı Erdoğan canlı yayında gündeme ilişkin açıklama yapıyor  ,pozitif,siyaset 
477,19, kilo veren  Pelin Öztekinden bikinili paylaşım  ,negatif,saglik 
478,19,DSÖden Covid mutasyonlarının ilk görüldükleri ülkelerle anılmasına karşı önlem  ,negatif,saglik 
479,19,Sedat Pekerden Kutlu Adalı Soruşturması Açıklaması Daha Ne Davalar Açılacak  ,negatif,siyaset 
480,19,Cumhurbaşkanı Erdoğan  doz aşı oldum CumhurbaşkanıTRTde    CANLIYAYIN İZLE  ,pozitif,siyaset 
481,19,Cumhurbaşkanı Erdoğan TRT Canlı yayınında soruları yanıtlıyor   CANLIYAYIN  ,pozitif,siyaset 
482,19,Maske takmadığı için ceza yedi Bana anayasada maske kanunu gösterin genelgeler kanun değildir diyerek cezayı yırttı  ,negatif,siyaset 
